City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
420,san juan,-31.5375,-68.5364,25.24,8,83,3.91,AR,1726965426
421,kamina,-8.7386,24.9906,19.99,85,100,2.74,CD,1726965427
422,salalah,17.0151,54.0924,27.05,78,75,1.03,OM,1726965429
423,apodi,-5.6642,-37.7989,24.84,70,31,4.57,BR,1726965430
424,tarawa,1.419,172.984,31.05,66,20,4.63,KI,1726965431
425,pont rouge,48.8833,-72.0825,13.8,80,100,1.7,CA,1726965432
426,galle,6.0367,80.217,28.29,83,100,0.45,LK,1726965434
427,holualoa,19.6228,-155.9522,27.91,80,20,5.14,US,1726965362
428,puerto ayacucho,5.6639,-67.6236,25.3,84,100,1.43,VE,1726965436
429,baskale,38.0453,44.0172,7.84,80,10,0.79,TR,1726965437
430,tazacorte,28.629,-17.9293,21.54,81,0,2.57,ES,1726965439
431,boa vista,2.8197,-60.6733,31.99,48,20,2.57,BR,1726965440
432,newcastle,-32.9272,151.7765,22.62,38,4,6.69,AU,1726965241
433,coahuayana de hidalgo,18.7,-103.6583,26.83,89,35,0.64,MX,1726965442
434,venado,22.9333,-101.0833,22.79,55,0,5.33,MX,1726965444
435,turochak,52.2576,87.1224,8.31,85,88,1.15,RU,1726965445
436,fort bragg,35.139,-79.006,25.91,72,0,0.0,US,1726965446
437,pakokku,21.3333,95.1,28.2,83,100,2.06,MM,1726965447
438,dunedin,-45.8742,170.5036,12.76,61,62,2.8,NZ,1726965341
439,tippi,7.2,35.45,16.91,97,80,1.54,ET,1726965450
440,gunjur,13.2019,-16.7339,24.04,100,75,2.57,GM,1726965451
441,mongo,12.1844,18.693,23.69,78,99,1.88,TD,1726965452
442,zunyi,27.6867,106.9072,22.08,76,69,3.55,CN,1726965453
443,nelson bay,-32.7167,152.15,21.73,38,4,2.68,AU,1726965455
444,belo sur tsiribihina,-19.7,44.55,23.91,80,76,1.77,MG,1726965456
445,wajir,1.7471,40.0573,24.76,69,97,8.07,KE,1726965457
446,namibe,-15.1961,12.1522,17.29,89,24,2.53,AO,1726965459
447,ulanhot,46.0833,122.0833,14.24,42,0,3.4,CN,1726965460
448,warmbaths,-24.8833,28.2833,11.28,69,100,5.36,ZA,1726965461
449,island harbour,50.724,-1.2758,17.77,54,100,1.34,GB,1726965462
450,goribidnur,13.6111,77.5167,22.31,78,100,4.33,IN,1726965464
451,ladario,-19.0047,-57.6017,31.76,31,99,0.73,BR,1726965465
452,sosnovo-ozerskoye,52.5249,111.5418,8.3,57,100,1.54,RU,1726965466
453,hasaki,35.7333,140.8333,28.7,77,100,13.86,JP,1726965467
454,otsuki,35.6,138.9333,25.75,88,100,3.3,JP,1726965469
455,bamboo flat,11.7,92.7167,27.38,80,99,8.06,IN,1726965470
456,nikolayevsk-on-amure,53.1406,140.73,12.54,43,11,2.22,RU,1726965471
457,garbahaarrey,3.3289,42.2209,24.39,74,100,7.25,SO,1726965472
458,kongsberg,59.6652,9.6465,12.33,92,95,1.22,NO,1726965473
459,blachownia,50.7802,18.9639,12.38,52,4,2.03,PL,1726965475
460,taoudenni,22.6783,-3.9836,34.81,32,70,4.87,ML,1726965476
461,choyr,46.3611,108.3611,8.5,63,52,4.84,MN,1726965477
462,huarmey,-10.0681,-78.1522,18.21,84,63,2.86,PE,1726965478
463,taltal,-25.4,-70.4833,13.51,87,50,0.5,CL,1726965020
464,metlili chaamba,32.2667,3.6333,23.17,64,100,1.66,DZ,1726965481
465,mount pearl,47.5166,-52.7813,9.98,93,100,5.66,CA,1726965249
466,tralee,52.2704,-9.7026,13.59,83,89,1.79,IE,1726965483
467,as saffaniyah,27.9708,48.73,30.76,42,0,3.37,SA,1726965485
468,burlington,39.8835,-74.6413,20.53,79,0,1.54,US,1726965280
469,fontanelas,38.8472,-9.4372,18.98,87,2,1.79,PT,1726965487
470,tarija,-21.5355,-64.7296,23.95,46,4,3.6,BO,1726965431
471,zaozersk,69.4005,32.4476,4.04,71,89,9.52,RU,1726965490
472,yantzaza,-3.8278,-78.7594,19.86,97,86,0.7,EC,1726965491
473,nyazepetrovsk,56.0531,59.6028,9.2,95,98,4.25,RU,1726965492
474,pusad,19.9,77.5833,23.83,93,64,3.05,IN,1726965493
475,ripon,54.1352,-1.5212,13.36,94,75,4.63,GB,1726965203
476,fort st. john,56.2499,-120.8529,14.94,58,75,10.29,CA,1726965496
477,mil'kovo,55.6078,37.7956,13.52,66,2,4.97,RU,1726965497
478,cambui,-22.6122,-46.0575,19.19,79,99,0.71,BR,1726965498
479,palang,23.2167,90.35,28.15,82,90,1.26,BD,1726965499
480,kismayo,-0.3582,42.5454,25.11,81,7,4.82,SO,1726965500
481,olyokminsk,60.3736,120.4264,7.75,95,100,1.6,RU,1726965315
482,huddinge,59.237,17.9819,9.85,89,100,1.03,SE,1726965503
483,yorosso,12.3536,-4.7761,23.85,85,24,2.04,ML,1726965504
484,bartica,6.4,-58.6167,23.99,98,100,1.53,GY,1726965506
485,dokkum,53.3222,5.997,14.43,90,0,2.31,NL,1726965507
486,jand,33.4299,72.0193,28.25,51,0,2.53,PK,1726965508
487,gaigeturi,33.4644,126.3183,23.03,94,75,3.09,KR,1726965509
488,walvis bay,-22.9575,14.5053,11.53,93,0,0.51,NA,1726965510
489,escanaba,45.7453,-87.0646,18.47,84,97,3.15,US,1726965512
490,fortuna,40.5982,-124.1573,18.29,72,0,5.66,US,1726965513
491,paradip garh,20.3167,86.6167,28.18,80,100,2.53,IN,1726965514
492,tucurui,-3.7661,-49.6725,28.91,51,94,1.62,BR,1726965515
493,candolim,15.5181,73.7626,25.78,87,98,1.33,IN,1726965517
494,sandnessjoen,66.0217,12.6316,9.7,65,100,4.24,NO,1726965518
495,guatire,10.4762,-66.5427,24.58,85,92,1.34,VE,1726965519
496,dhidhdhoo,6.8833,73.1,28.11,72,71,7.23,MV,1726965520
497,le vauclin,14.5452,-60.8388,27.03,89,40,1.54,MQ,1726965521
498,betio village,1.358,172.9211,31.02,68,6,6.24,KI,1726965523
499,vazante,-17.9869,-46.9078,25.78,35,88,0.45,BR,1726965524
500,jabat,7.75,168.9751,28.65,66,99,3.67,MH,1726965525
501,tyukhtet,56.5389,89.3011,9.98,95,94,3.63,RU,1726965526
502,am timan,11.0297,20.2827,21.97,93,23,1.55,TD,1726965528
503,bousso,10.4795,16.7117,23.75,85,22,2.06,TD,1726965529
504,santa ana,33.7456,-117.8678,25.02,64,20,4.12,US,1726964986
505,tongliao,43.6125,122.2653,13.77,41,0,1.76,CN,1726965531
506,gryazi,52.4966,39.9359,13.3,70,20,3.07,RU,1726965532
507,livingston,55.9029,-3.5226,11.44,95,100,4.63,GB,1726965534
508,la ronge,55.1001,-105.2842,13.14,50,20,3.6,CA,1726965535
509,leh,34.1667,77.5833,9.91,36,0,3.28,IN,1726965536
510,suva,-18.1416,178.4415,25.71,73,75,2.57,FJ,1726965537
511,ankazoabo,-22.2833,44.5167,20.81,71,0,2.38,MG,1726965538
512,aripuana,-9.1667,-60.6333,31.8,25,100,0.86,BR,1726965540
513,tailai,46.3833,123.4,14.72,35,0,2.07,CN,1726965541
514,kolokani,13.5728,-8.0339,24.02,93,100,2.55,ML,1726965542
515,victoria point,-27.5833,153.3,25.7,65,0,1.34,AU,1726965543
516,palmer,42.1584,-72.3287,15.08,97,94,2.64,US,1726965544
517,prince george,53.9166,-122.753,10.69,93,100,6.17,CA,1726965546
518,caudete,38.7068,-0.9872,17.7,90,19,0.42,ES,1726965547
519,khilok,51.3674,110.4676,9.07,54,100,1.84,RU,1726965548
520,zuunmod,47.7069,106.9528,2.57,56,100,2.83,MN,1726965550
521,jinghong,21.991,100.7341,23.8,89,100,1.03,CN,1726965551
522,ust-tsilma,65.441,52.1498,4.53,96,100,6.53,RU,1726965552
523,sao gabriel da cachoeira,-0.1303,-67.0892,26.99,68,73,1.24,BR,1726965553
524,polyarnyy,69.1989,33.4478,4.93,68,92,10.8,RU,1726965555
525,kapa'a,22.0752,-159.319,28.18,70,40,7.2,US,1726965556
526,muynoq,43.7683,59.0214,20.28,43,100,2.73,UZ,1726965557
527,mezhdurechenskiy,59.6,65.9333,7.99,83,100,3.19,RU,1726965559
528,avsallar,36.616,31.7806,21.35,67,15,2.33,TR,1726965560
529,christchurch,-43.5333,172.6333,18.11,42,20,7.72,NZ,1726965122
530,barcelos,41.5388,-8.6151,14.27,96,6,0.86,PT,1726965393
531,puerto armuelles,8.2833,-82.8667,25.05,88,100,3.13,PA,1726965565
532,kyzyl-suu,42.3414,78.0056,15.89,49,100,1.78,KG,1726965567
533,cuamba,-14.8031,36.5372,22.01,54,0,1.38,MZ,1726965568
534,guabiraba,-8.4167,-35.6667,17.21,97,23,1.84,BR,1726965569
535,san pedro pochutla,15.7333,-96.4667,24.84,88,100,1.54,MX,1726965570
536,midvagur,62.0511,-7.1939,9.46,93,100,4.12,FO,1726965572
537,jingdezhen,29.2947,117.2079,22.56,61,13,4.86,CN,1726965573
538,yanbu,24.0891,38.0637,30.02,37,0,1.03,SA,1726965574
539,kimbe,-5.5502,150.1429,33.28,49,89,1.55,PG,1726965575
540,cagli,43.5457,12.6527,15.19,82,0,0.0,IT,1726965576
541,sinop,41.7711,34.8709,12.29,85,23,2.86,TR,1726965578
542,shimoda,34.6667,138.95,26.9,92,92,9.42,JP,1726965579
543,tual,-5.6667,132.75,27.32,83,40,5.68,ID,1726965580
544,baiti,13.745,-14.7482,24.23,94,100,3.45,SN,1726965581
545,ola,59.5833,151.2833,6.29,88,100,2.77,RU,1726965583
546,mount isa,-20.7333,139.5,26.87,17,0,6.69,AU,1726965586
547,tindouf,27.6711,-8.1474,23.25,100,75,3.09,DZ,1726965587
548,penhalonga,-18.8911,32.6978,12.48,93,100,1.2,ZW,1726965588
549,gonzalez,30.5816,-87.2914,27.66,81,0,2.57,US,1726965589
550,pandan,14.0453,124.1694,28.15,78,100,2.36,PH,1726965592
